Sample ID,IGSN       ,Longitude,Latitude,Geologic Entity,Geologic Period,"Rock Type (IG, DZ)",Material,Notes,Future Data?,Analyst Name,Origin,Metadata URL    
8.18.14.1 KM,,100.26836,26.67574,Songgui Formation,Upper Triassic,DZ,zircon,,,Kathryn Metcalf,LaserChron Archive,https://docs.google.com/document/d/1wLWmEBVz3zEkkmXcYFy_2_WAhZiuG-DUbbogccLrTa0/edit
8.18.14.2 KM,,100.2998,26.26165,,Eocene,DZ,zircon,,,Kathryn Metcalf,LaserChron Archive,https://docs.google.com/document/d/1wLWmEBVz3zEkkmXcYFy_2_WAhZiuG-DUbbogccLrTa0/edit
8.19.14.3 KM,,100.37701,26.86564,Songgui Formation,Upper Triassic,DZ,zircon,,,Kathryn Metcalf,LaserChron Archive,https://docs.google.com/document/d/1wLWmEBVz3zEkkmXcYFy_2_WAhZiuG-DUbbogccLrTa0/edit
JPC12 91-93.5 cm,,-124.68,41.47,,Holocene (~11 Ka),DZ,zircon,,,Nora Nieminski,LaserChron Archive,https://docs.google.com/document/d/1emd--Zh7MxB2HWwqzA-nt0L3nRd2Rwu9glawCFdPsfM/edit
JPC12 372-379 cm,,-124.68,41.47,,Pleistocene (>14 Ka),DZ,zircon,,,Nora Nieminski,LaserChron Archive,https://docs.google.com/document/d/1emd--Zh7MxB2HWwqzA-nt0L3nRd2Rwu9glawCFdPsfM/edit
JPC13 359-364 cm,,-124.89,41.57,,Pleistocene (~23 Ka),DZ,zircon,,,Nora Nieminski,LaserChron Archive,https://docs.google.com/document/d/1emd--Zh7MxB2HWwqzA-nt0L3nRd2Rwu9glawCFdPsfM/edit
JPC21 343-353 cm,,-124.26,41.37,,Holocene (~9.6 Ka),DZ,zircon,,,Nora Nieminski,LaserChron Archive,https://docs.google.com/document/d/1emd--Zh7MxB2HWwqzA-nt0L3nRd2Rwu9glawCFdPsfM/edit
JPC30 150-160 cm,,-124.25,41.04,,Holocene (<2.5 Ka),DZ,zircon,,,Nora Nieminski,LaserChron Archive,https://docs.google.com/document/d/1emd--Zh7MxB2HWwqzA-nt0L3nRd2Rwu9glawCFdPsfM/edit
JPC33 208-218 cm,,-124.48,40.96,,Holocene (~10 Ka),DZ,zircon,,,Nora Nieminski,LaserChron Archive,https://docs.google.com/document/d/1emd--Zh7MxB2HWwqzA-nt0L3nRd2Rwu9glawCFdPsfM/edit
JPC33 502-512 cm,,-124.48,40.96,,Pleistocene (>16 Ka),DZ,zircon,,,Nora Nieminski,LaserChron Archive,https://docs.google.com/document/d/1emd--Zh7MxB2HWwqzA-nt0L3nRd2Rwu9glawCFdPsfM/edit
JPC37 239-245 cm,,-124.54,40.99,,Pleistocene (~13 Ka),DZ,zircon,,,Nora Nieminski,LaserChron Archive,https://docs.google.com/document/d/1emd--Zh7MxB2HWwqzA-nt0L3nRd2Rwu9glawCFdPsfM/edit
SM18-ER-01,,-124.2,40.61,,Modern,DZ,zircon,,,Nora Nieminski,LaserChron Archive,https://docs.google.com/document/d/1emd--Zh7MxB2HWwqzA-nt0L3nRd2Rwu9glawCFdPsfM/edit
,,,,,,,,,Yes,Nu Instruments,LaserChron Archive,https://drive.google.com/drive/folders/1IdOB48P5lM4gZMKWFqr-eZ4MzrclRRWq?usp=sharing
21CR05,,-113.43216,46.03973,Dike in Ꞓ Hasmark Formation,Cretaceous-Paleogene,IG,zircon,,,Orme/Baird/Neal,LaserChron Archive,https://docs.google.com/document/d/1xnnox9yteIQoJ5i9tUmc8Le-a8SOpj-wolettfqM5K0/edit
MM19 LHu-2,,-111.3337,45.89498,LaHood Conglomerate,Mesoproterozoic,DZ,zircon,,,Orme/Baird/Neal,LaserChron Archive,https://docs.google.com/document/d/1xnnox9yteIQoJ5i9tUmc8Le-a8SOpj-wolettfqM5K0/edit
MM19 LHsc-3,,-111.856,45.84423,LaHood Conglomerate,Mesoproterozoic,DZ,zircon,,,Orme/Baird/Neal,LaserChron Archive,https://docs.google.com/document/d/1xnnox9yteIQoJ5i9tUmc8Le-a8SOpj-wolettfqM5K0/edit
MM19 LHaf-4,,-112.00466,45.79541,LaHood Conglomerate,Mesoproterozoic,DZ,zircon,,,Orme/Baird/Neal,LaserChron Archive,https://docs.google.com/document/d/1xnnox9yteIQoJ5i9tUmc8Le-a8SOpj-wolettfqM5K0/edit
MM19 LHmf-5,,-111.91705,45.84492,LaHood Conglomerate,Mesoproterozoic,DZ,zircon,,,Orme/Baird/Neal,LaserChron Archive,https://docs.google.com/document/d/1xnnox9yteIQoJ5i9tUmc8Le-a8SOpj-wolettfqM5K0/edit
MM19 LHof-7,,-111.89915,45.88043,LaHood Conglomerate,Mesoproterozoic,DZ,zircon,,,Orme/Baird/Neal,LaserChron Archive,https://docs.google.com/document/d/1xnnox9yteIQoJ5i9tUmc8Le-a8SOpj-wolettfqM5K0/edit
"TR-MOR (labelled Thunder Ridge on packet, but use TR-MOR going forward)",,-109.3932724,47.0411618,Morrison or Kootenai (?),Jurassic or Cretaceous,DZ,zircon,,,Orme/Baird/Neal,LaserChron Archive,https://docs.google.com/document/d/1xnnox9yteIQoJ5i9tUmc8Le-a8SOpj-wolettfqM5K0/edit
"BF-MOR (labelled Bear Paw Ash on packet, but use BR-MOR going forward)",,"Malta, MT","Malta, MT",Bearpaw Formation,Cretaceous,DZ,zircon,,,Orme/Baird/Neal,LaserChron Archive,https://docs.google.com/document/d/1xnnox9yteIQoJ5i9tUmc8Le-a8SOpj-wolettfqM5K0/edit
CR-20-HL-26,,-112.6374,45.67739,"Wyoming craton, Paragneiss",Archean,IG,zircon,,,Orme/Baird/Neal,LaserChron Archive,https://docs.google.com/document/d/1xnnox9yteIQoJ5i9tUmc8Le-a8SOpj-wolettfqM5K0/edit
CR-GP-0819-01,,-109.807467,45.163434,Wyoming craton,Archean,IG,zircon,,,Orme/Baird/Neal,LaserChron Archive,https://docs.google.com/document/d/1xnnox9yteIQoJ5i9tUmc8Le-a8SOpj-wolettfqM5K0/edit
PRR-15175,,-125.033,-86.294,Granite Harbour Intrusives,Neoproterozoic-Cambrian,IG,zircon,,,Tim Paulsen,LaserChron Archive,https://docs.google.com/document/d/12kq1shyVAGetnCqGgHihFDTfB9fwO8zpibS-0OaaW7c/edit
20CP14,,,,Idaho batholith pluton,Cretaceous,IG,zircon,Long/Lat Unknown,,Dave Pearson,LaserChron Archive,https://docs.google.com/document/d/1Wns2L0qfKPHtziw_Rtb3zeyFxf6cyY5FLg9BOkQ66YA/edit
20CP16,,,,Idaho batholith pluton,Cretaceous,IG,zircon,Long/Lat Unknown,,Dave Pearson,LaserChron Archive,https://docs.google.com/document/d/1Wns2L0qfKPHtziw_Rtb3zeyFxf6cyY5FLg9BOkQ66YA/edit
20CP14,,,,,Cretaceous,IG,zircon,Long/Lat Unknown,,Dave Pearson,LaserChron Archive,https://docs.google.com/document/d/1Wns2L0qfKPHtziw_Rtb3zeyFxf6cyY5FLg9BOkQ66YA/edit
20CP16,,,,,Cretaceous,IG,zircon,Long/Lat Unknown,,Dave Pearson,LaserChron Archive,https://docs.google.com/document/d/1Wns2L0qfKPHtziw_Rtb3zeyFxf6cyY5FLg9BOkQ66YA/edit
,,,,,,,,,Yes,Pecha,LaserChron Archive,https://drive.google.com/drive/folders/18TReODkGfto74tuU0TiRzB7wBJuORspk?usp=sharing
14AD19,,-74.0499,43.9709,Meta-anorthosite (Marcy massif),Mesoproterozoic,IG,zircon,,,William Peck,LaserChron Archive,https://docs.google.com/document/d/1-zU2X2_xpT7fYzl8xTDRehj94NCSSqszVmjuklHZbBI/edit
14AD20B,,-74.05,43.9707,Meta-anorthosite (Marcy massif),Mesoproterozoic,IG,zircon,,,William Peck,LaserChron Archive,https://docs.google.com/document/d/1-zU2X2_xpT7fYzl8xTDRehj94NCSSqszVmjuklHZbBI/edit
17AD6,,-74.0504,43.9701,Meta-anorthosite (Marcy massif),Mesoproterozoic,IG,zircon,,,William Peck,LaserChron Archive,https://docs.google.com/document/d/1-zU2X2_xpT7fYzl8xTDRehj94NCSSqszVmjuklHZbBI/edit
,,,,,,,,,Yes,Kojo Plange,LaserChron Archive,https://drive.google.com/drive/folders/15CmN3OVjviKzqcKifhrECT7Uun5lD2j4?usp=sharing
LT-SO,,,,,,DZ,zircon,,,Alex Pullen,LaserChron Archive,https://docs.google.com/document/d/1DguM4TpCO3naTBlTDALtFTjV6UQ4XcRiSmPaaujfURg/edit
LT-L1,,,,,,DZ,zircon,,,Alex Pullen,LaserChron Archive,https://docs.google.com/document/d/1DguM4TpCO3naTBlTDALtFTjV6UQ4XcRiSmPaaujfURg/edit
LT-S1,,,,,,DZ,zircon,,,Alex Pullen,LaserChron Archive,https://docs.google.com/document/d/1DguM4TpCO3naTBlTDALtFTjV6UQ4XcRiSmPaaujfURg/edit
LT-L5,,,,,,DZ,zircon,,,Alex Pullen,LaserChron Archive,https://docs.google.com/document/d/1DguM4TpCO3naTBlTDALtFTjV6UQ4XcRiSmPaaujfURg/edit
LT-L9,,,,,,DZ,zircon,,,Alex Pullen,LaserChron Archive,https://docs.google.com/document/d/1DguM4TpCO3naTBlTDALtFTjV6UQ4XcRiSmPaaujfURg/edit
LT-L11,,,,,,DZ,zircon,,,Alex Pullen,LaserChron Archive,https://docs.google.com/document/d/1DguM4TpCO3naTBlTDALtFTjV6UQ4XcRiSmPaaujfURg/edit
LT-L15-1,,,,,,DZ,zircon,,,Alex Pullen,LaserChron Archive,https://docs.google.com/document/d/1DguM4TpCO3naTBlTDALtFTjV6UQ4XcRiSmPaaujfURg/edit
LT-L15-2,,,,,,DZ,zircon,,,Alex Pullen,LaserChron Archive,https://docs.google.com/document/d/1DguM4TpCO3naTBlTDALtFTjV6UQ4XcRiSmPaaujfURg/edit
LT-L33,,,,,,DZ,zircon,,,Alex Pullen,LaserChron Archive,https://docs.google.com/document/d/1DguM4TpCO3naTBlTDALtFTjV6UQ4XcRiSmPaaujfURg/edit
BP01023,,101.2595,39.92773,,,,zircon,,,Alex Pullen,LaserChron Archive,https://docs.google.com/document/d/1DguM4TpCO3naTBlTDALtFTjV6UQ4XcRiSmPaaujfURg/edit
BD01030,,101.3072,40.01241,,,,zircon,,,Alex Pullen,LaserChron Archive,https://docs.google.com/document/d/1DguM4TpCO3naTBlTDALtFTjV6UQ4XcRiSmPaaujfURg/edit
BP02017,,101.1063,40.38648,,,,zircon,,,Alex Pullen,LaserChron Archive,https://docs.google.com/document/d/1DguM4TpCO3naTBlTDALtFTjV6UQ4XcRiSmPaaujfURg/edit
BP04021,,101.9613,41.54174,,,,zircon,,,Alex Pullen,LaserChron Archive,https://docs.google.com/document/d/1DguM4TpCO3naTBlTDALtFTjV6UQ4XcRiSmPaaujfURg/edit
TD18-2,,,,,,DZ,zircon,,,Alex Pullen,LaserChron Archive,https://docs.google.com/document/d/1DguM4TpCO3naTBlTDALtFTjV6UQ4XcRiSmPaaujfURg/edit
19AR111,,-65.766552°,-26.944013°,Las Carreras,Quaternary,DZ,zircon,,,Alex Pullen,LaserChron Archive,https://docs.google.com/document/d/1aJ3oaDNJvAV9inFjCtXPwx8vqv3_ZWa7W3PR1K-Qi-U/edit
19AR106,,-65.766552°,-26.944013°, Las Carreras,Quaternary,DZ,zircon,,,Alex Pullen,LaserChron Archive,https://docs.google.com/document/d/1aJ3oaDNJvAV9inFjCtXPwx8vqv3_ZWa7W3PR1K-Qi-U/edit
19AR108,,-65.766552°,-26.944013°,Las Carreras,Quaternary,DZ,zircon,,,Alex Pullen,LaserChron Archive,https://docs.google.com/document/d/1aJ3oaDNJvAV9inFjCtXPwx8vqv3_ZWa7W3PR1K-Qi-U/edit
19AR109,,-65.766552°,-26.944013°,Las Carreras,Quaternary,DZ,zircon,,,Alex Pullen,LaserChron Archive,https://docs.google.com/document/d/1aJ3oaDNJvAV9inFjCtXPwx8vqv3_ZWa7W3PR1K-Qi-U/edit
19AR110,,-65.766552°,-26.944013°,Las Carreras,Quaternary,DZ,zircon,,,Alex Pullen,LaserChron Archive,https://docs.google.com/document/d/1aJ3oaDNJvAV9inFjCtXPwx8vqv3_ZWa7W3PR1K-Qi-U/edit
19AR107,,-65.766552°,-26.944013°,Las Carreras,Quaternary,DZ,zircon,,,Alex Pullen,LaserChron Archive,https://docs.google.com/document/d/1aJ3oaDNJvAV9inFjCtXPwx8vqv3_ZWa7W3PR1K-Qi-U/edit
19AR112,,-65.766552°,-26.944013°,Las Carreras,Quaternary,DZ,zircon,,,Alex Pullen,LaserChron Archive,https://docs.google.com/document/d/1aJ3oaDNJvAV9inFjCtXPwx8vqv3_ZWa7W3PR1K-Qi-U/edit
19AR113,,-65.766552°,-26.944013°,Las Carreras,Quaternary,DZ,zircon,,,Alex Pullen,LaserChron Archive,https://docs.google.com/document/d/1aJ3oaDNJvAV9inFjCtXPwx8vqv3_ZWa7W3PR1K-Qi-U/edit
05MET,,,,,,IG,zircon,Long/Lat Unknown,,Sean Regan/Trevor Waldien,LaserChron Archive,https://docs.google.com/document/d/1JVC1dvlC3lqg4ql0KHLrrI3oxfITD2UbfgKmgrRRodg/edit
,,,,,,,,,Yes,Reiners Group,LaserChron Archive,https://drive.google.com/drive/folders/1QLvccgxgrqq4VwEorVC3fiuaRJkjje-W?usp=sharing
0121-02-08,,-113.121142,33.26248,Equigranular granodiorite,Cretaceous to Proterozoic,IG,zircon,,,Carson Richardson,LaserChron Archive,https://docs.google.com/document/d/1mljJ4sb73zqMos1Kddk2PAQDFsZ_AuKGt_I10bpXyOQ/edit
1-21-02-09,,-113.44205,33.33427,Fine-grained granitoid,Miocene to Proterozoic,IG,zircon,,,Carson Richardson,LaserChron Archive,https://docs.google.com/document/d/1mljJ4sb73zqMos1Kddk2PAQDFsZ_AuKGt_I10bpXyOQ/edit
3-21-02-09,,-113.44653,33.334,Leucocratic granite,Jurassic to Proterozoic,IG,zircon,,,Carson Richardson,LaserChron Archive,https://docs.google.com/document/d/1mljJ4sb73zqMos1Kddk2PAQDFsZ_AuKGt_I10bpXyOQ/edit
"450-3
vial19-18",,72.022,33.85,Hisartang,Proterozoic,DZ,zircon,,,Joel Schiffer / Delores Robinson,LaserChron Archive,https://docs.google.com/document/d/1txPh7iSZvkX-4LQpjJJMFFfCuxQwwD9VzbnEYL5J66Y/edit
"450-4
vial19-19",,71.975,33.89,Dakhner,Proterozoic,DZ,zircon,,,Joel Schiffer / Delores Robinson,LaserChron Archive,https://docs.google.com/document/d/1txPh7iSZvkX-4LQpjJJMFFfCuxQwwD9VzbnEYL5J66Y/edit
"450-5
vial19-23",,73.223,34.29,Tanawal,Proterozoic,DZ,zircon,,,Joel Schiffer / Delores Robinson,LaserChron Archive,https://docs.google.com/document/d/1txPh7iSZvkX-4LQpjJJMFFfCuxQwwD9VzbnEYL5J66Y/edit
"450-11
vial19-54",,72.721,34.87,Gandaf,Proterozoic,DZ,zircon,,,Joel Schiffer / Delores Robinson,LaserChron Archive,https://docs.google.com/document/d/1txPh7iSZvkX-4LQpjJJMFFfCuxQwwD9VzbnEYL5J66Y/edit
"450-15
vial19-85",,73.367,34.08,Hazara,Proterozoic,DZ,zircon,,,Joel Schiffer / Delores Robinson,LaserChron Archive,https://docs.google.com/document/d/1txPh7iSZvkX-4LQpjJJMFFfCuxQwwD9VzbnEYL5J66Y/edit
,,,,,,,,,Yes,Schwaderer/Carroll,LaserChron Archive,https://docs.google.com/document/d/10FCPt1wYWBDDy_t3LiiXqdBX2nppxpwQSjzUguN9qWQ/edit
20TS04,,-104.9505,36.5764,Vermejo Fm,Cretaceous,DZ,zircon,,,Theresa M. Schwartz,LaserChron Archive,https://docs.google.com/document/d/1PY35a3wEvckNAHoaWKr5780QByYgYG46wTFxJCs8HI0/edit
20TS14,,-105.0295,36.546,Trinidad Ss,Cretaceous,DZ,zircon,,,Theresa M. Schwartz,LaserChron Archive,https://docs.google.com/document/d/1PY35a3wEvckNAHoaWKr5780QByYgYG46wTFxJCs8HI0/edit
20TS15,,-105.0289,36.5465,Poison Canyon Fm,Paleogene,DZ,zircon,,,Theresa M. Schwartz,LaserChron Archive,https://docs.google.com/document/d/1PY35a3wEvckNAHoaWKr5780QByYgYG46wTFxJCs8HI0/edit
20TS16,,-105.0276,36.548,Poison Canyon Fm,Paleogene,DZ,zircon,,,Theresa M. Schwartz,LaserChron Archive,https://docs.google.com/document/d/1PY35a3wEvckNAHoaWKr5780QByYgYG46wTFxJCs8HI0/edit
SRDC-1,,-104.979722,39.218333,"Tavakaiv
Sandstone",,DZ,zircon,,,Siddoway Ici-Hot Workshop,LaserChron Archive,https://docs.google.com/document/d/1PaZIE1TSSD9OHwx_8MsE-7jzMXwELGdxRsXcSOfL1n8/edit
PRR5319,,177.5833,-84.7,CTAM Goldie Fm,,DZ,zircon,,,Siddoway Ici-Hot Workshop,LaserChron Archive,https://docs.google.com/document/d/1PaZIE1TSSD9OHwx_8MsE-7jzMXwELGdxRsXcSOfL1n8/edit
PRR23393,,177.919,-84.537,CTAM Goldie Fm,,DZ,zircon,,,Siddoway Ici-Hot Workshop,LaserChron Archive,https://docs.google.com/document/d/1PaZIE1TSSD9OHwx_8MsE-7jzMXwELGdxRsXcSOfL1n8/edit
PRR23287,,-175.473,-84.834,CTAM Taylor Fm,,DZ,zircon,,,Siddoway Ici-Hot Workshop,LaserChron Archive,https://docs.google.com/document/d/1PaZIE1TSSD9OHwx_8MsE-7jzMXwELGdxRsXcSOfL1n8/edit
PRR15771,,169.3611,-84.344722,"CTAM
Goldie Fm",,DZ,zircon,,,Siddoway Ici-Hot Workshop,LaserChron Archive,https://docs.google.com/document/d/1PaZIE1TSSD9OHwx_8MsE-7jzMXwELGdxRsXcSOfL1n8/edit
AX54,,-145.82811,-77.20817,Calcsilicate gneiss,,DZ,zircon,,,Siddoway Ici-Hot Workshop,LaserChron Archive,https://docs.google.com/document/d/1PaZIE1TSSD9OHwx_8MsE-7jzMXwELGdxRsXcSOfL1n8/edit
21216-3,,-146.11969,-77.62562,Swanson Fm?,,DZ,zircon,,,Siddoway Ici-Hot Workshop,LaserChron Archive,https://docs.google.com/document/d/1PaZIE1TSSD9OHwx_8MsE-7jzMXwELGdxRsXcSOfL1n8/edit
21228-8,,-153.88824,-77.583,Calcsilicate gneiss,,DZ,zircon,,,Siddoway Ici-Hot Workshop,LaserChron Archive,https://docs.google.com/document/d/1PaZIE1TSSD9OHwx_8MsE-7jzMXwELGdxRsXcSOfL1n8/edit
SC-F3,,-144.49653,-76.53389,Fosdick Mts Till,,DZ,zircon,,,Siddoway Ici-Hot Workshop,LaserChron Archive,https://docs.google.com/document/d/1PaZIE1TSSD9OHwx_8MsE-7jzMXwELGdxRsXcSOfL1n8/edit
5D9-2,,-144.72263,-76.565,"Quartzite Erratic
Swanson Fm?",,DZ,zircon,,,Siddoway Ici-Hot Workshop,LaserChron Archive,https://docs.google.com/document/d/1PaZIE1TSSD9OHwx_8MsE-7jzMXwELGdxRsXcSOfL1n8/edit
GV-DP4,,-153.96845,-77.85575,Phyllite,,DZ,zircon,,,Siddoway Ici-Hot Workshop,LaserChron Archive,https://docs.google.com/document/d/1PaZIE1TSSD9OHwx_8MsE-7jzMXwELGdxRsXcSOfL1n8/edit
1536E 18R 1W,,-41.0606533,-59.4408267,IODP 382 Quartzite Cobble,,DZ,zircon,,,Siddoway Ici-Hot Workshop,LaserChron Archive,https://docs.google.com/document/d/1PaZIE1TSSD9OHwx_8MsE-7jzMXwELGdxRsXcSOfL1n8/edit
33B 26R 1W,,-109.0500167,-68.7336133,"IODP 379
Debris Flow",,DZ,zircon,,,Siddoway Ici-Hot Workshop,LaserChron Archive,https://docs.google.com/document/d/1PaZIE1TSSD9OHwx_8MsE-7jzMXwELGdxRsXcSOfL1n8/edit
