Sample ID,IGSN       ,Longitude,Latitude,Geologic Entity,Geologic Period,"Rock Type (IG, DZ)",Material,Notes,Future Data?,Analyst Name,Origin,Metadata URL    
NB08-06,,,,,,IG,zircon,Lat/Long Unknown,,Sean Kinney / Paul Olsen,LaserChron Archive,https://docs.google.com/document/d/1NzSpTarLrHI1B-BTsBHRzedbokKD_P0AR9_FhWE8fUI/edit
NB08-07,,,,,,IG,zircon,Lat/Long Unknown,,Sean Kinney / Paul Olsen,LaserChron Archive,https://docs.google.com/document/d/1NzSpTarLrHI1B-BTsBHRzedbokKD_P0AR9_FhWE8fUI/edit
NB08-12,,,,,,IG,zircon,Lat/Long Unknown,,Sean Kinney / Paul Olsen,LaserChron Archive,https://docs.google.com/document/d/1NzSpTarLrHI1B-BTsBHRzedbokKD_P0AR9_FhWE8fUI/edit
09SAN02,,,,,,IG,zircon,Lat/Long Unknown,,Sean Kinney / Paul Olsen,LaserChron Archive,https://docs.google.com/document/d/1NzSpTarLrHI1B-BTsBHRzedbokKD_P0AR9_FhWE8fUI/edit
04-05-07-02,,,,,,IG,zircon,Lat/Long Unknown,,Sean Kinney / Paul Olsen,LaserChron Archive,https://docs.google.com/document/d/1NzSpTarLrHI1B-BTsBHRzedbokKD_P0AR9_FhWE8fUI/edit
KLK21-FJB8,,-110.377461,31.806769,Bolsa,Cambrian,DZ,zircon,,,Kirchner/Karlstrom,LaserChron Archive,https://docs.google.com/document/d/1EBfVhuXWWIzdawPnl6xx-tnzTOXQxqa7ZPgro6ncVC4/edit
KLK21-FJA250,,-110.400737,31.821435,Abrigo,Cambrian,DZ,zircon,,,Kirchner/Karlstrom,LaserChron Archive,https://docs.google.com/document/d/1EBfVhuXWWIzdawPnl6xx-tnzTOXQxqa7ZPgro6ncVC4/edit
KLK21-FJB25,,-110.37744,31.80644,Bolsa,Cambrian,DZ,zircon,,,Kirchner/Karlstrom,LaserChron Archive,https://docs.google.com/document/d/1EBfVhuXWWIzdawPnl6xx-tnzTOXQxqa7ZPgro6ncVC4/edit
KLK21-FJA266,,-110.401088,31.82124,Abrigo,Cambrian,DZ,zircon,,,Kirchner/Karlstrom,LaserChron Archive,https://docs.google.com/document/d/1EBfVhuXWWIzdawPnl6xx-tnzTOXQxqa7ZPgro6ncVC4/edit
KLK21-FJA155,,-110. 399935,31. 820462,Abrigo,Cambrian,DZ,zircon,,,Kirchner/Karlstrom,LaserChron Archive,https://docs.google.com/document/d/1EBfVhuXWWIzdawPnl6xx-tnzTOXQxqa7ZPgro6ncVC4/edit
KLK21-FJA67,,-110.39873,31.82003,Abrigo,Cambrian,DZ,zircon,,,Kirchner/Karlstrom,LaserChron Archive,https://docs.google.com/document/d/1EBfVhuXWWIzdawPnl6xx-tnzTOXQxqa7ZPgro6ncVC4/edit
KLK21-FJA0.8,,-110.396407,31.821639,Bolsa,Cambrian,DZ,zircon,,,Kirchner/Karlstrom,LaserChron Archive,https://docs.google.com/document/d/1EBfVhuXWWIzdawPnl6xx-tnzTOXQxqa7ZPgro6ncVC4/edit
SC-1,,-107.038920°,34.297830°,Popotosa Formation,Miocene,DZ,zircon,,,Ryan Leary,LaserChron Archive,https://docs.google.com/document/d/1AmIffP5hXMl_a89GB33GBzqvstvICpdbjj4nS4YQ_vk/edit
SC-2,,-107.045360°,34.292820°,Popotosa Formation,Miocene,DZ,zircon,,,Ryan Leary,LaserChron Archive,https://docs.google.com/document/d/1AmIffP5hXMl_a89GB33GBzqvstvICpdbjj4nS4YQ_vk/edit
SC-3,,-107.053840°,34.318670°,Popotosa Formation,Miocene,DZ,zircon,,,Ryan Leary,LaserChron Archive,https://docs.google.com/document/d/1AmIffP5hXMl_a89GB33GBzqvstvICpdbjj4nS4YQ_vk/edit
BC10PAMI03,,-67.05,-19.2,Arequipa-Antofalla basement terrane,Pliocene-Pleistocene,IG,,,,Liannie Velazquez/Claire McLeod,LaserChron Archive,https://docs.google.com/document/d/1DyFJzvQnAG97crG3n-ZktKi3lFrxbC1M6JDtY_KH4H0/edit
BC93PAX10,,-67.05,-19.2,Arequipa-Antofalla basement terrane,Pliocene-Pleistocene,IG,,,,Liannie Velazquez/Claire McLeod,LaserChron Archive,https://docs.google.com/document/d/1DyFJzvQnAG97crG3n-ZktKi3lFrxbC1M6JDtY_KH4H0/edit
BC93PAX14,,-67.05,-19.2,Arequipa-Antofalla basement terrane,Pliocene-Pleistocene,IG,,,,Liannie Velazquez/Claire McLeod,LaserChron Archive,https://docs.google.com/document/d/1DyFJzvQnAG97crG3n-ZktKi3lFrxbC1M6JDtY_KH4H0/edit
BC10PAX102,,-67.05,-19.2,Arequipa-Antofalla basement terrane,Pliocene-Pleistocene,IG,,,,Liannie Velazquez/Claire McLeod,LaserChron Archive,https://docs.google.com/document/d/1DyFJzvQnAG97crG3n-ZktKi3lFrxbC1M6JDtY_KH4H0/edit
BC10PAX103,,-67.05,-19.2,Arequipa-Antofalla basement terrane,Pliocene-Pleistocene,IG,,,,Liannie Velazquez/Claire McLeod,LaserChron Archive,https://docs.google.com/document/d/1DyFJzvQnAG97crG3n-ZktKi3lFrxbC1M6JDtY_KH4H0/edit
BC10PAX104,,-67.05,-19.2,Arequipa-Antofalla basement terrane,Pliocene-Pleistocene,IG,,,,Liannie Velazquez/Claire McLeod,LaserChron Archive,https://docs.google.com/document/d/1DyFJzvQnAG97crG3n-ZktKi3lFrxbC1M6JDtY_KH4H0/edit
BC10PAX106,,-67.05,-19.2,Arequipa-Antofalla basement terrane,Pliocene-Pleistocene,IG,,,,Liannie Velazquez/Claire McLeod,LaserChron Archive,https://docs.google.com/document/d/1DyFJzvQnAG97crG3n-ZktKi3lFrxbC1M6JDtY_KH4H0/edit
BC10QSX107,,-66.94,-19.24,Arequipa-Antofalla basement terrane,Pliocene-Pleistocene,IG,,,,Liannie Velazquez/Claire McLeod,LaserChron Archive,https://docs.google.com/document/d/1DyFJzvQnAG97crG3n-ZktKi3lFrxbC1M6JDtY_KH4H0/edit
BC10QSX111,,-66.94,-19.24,Arequipa-Antofalla basement terrane,Pliocene-Pleistocene,IG,,,,Liannie Velazquez/Claire McLeod,LaserChron Archive,https://docs.google.com/document/d/1DyFJzvQnAG97crG3n-ZktKi3lFrxbC1M6JDtY_KH4H0/edit
BC10PAX112,,-67.05,-19.2,Arequipa-Antofalla basement terrane,Pliocene-Pleistocene,IG,,,,Liannie Velazquez/Claire McLeod,LaserChron Archive,https://docs.google.com/document/d/1DyFJzvQnAG97crG3n-ZktKi3lFrxbC1M6JDtY_KH4H0/edit
BC10PAX127,,-67.05,-19.2,Arequipa-Antofalla basement terrane,Pliocene-Pleistocene,IG,,,,Liannie Velazquez/Claire McLeod,LaserChron Archive,https://docs.google.com/document/d/1DyFJzvQnAG97crG3n-ZktKi3lFrxbC1M6JDtY_KH4H0/edit
BC10PAX130,,-67.05,-19.2,Arequipa-Antofalla basement terrane,Pliocene-Pleistocene,IG,,,,Liannie Velazquez/Claire McLeod,LaserChron Archive,https://docs.google.com/document/d/1DyFJzvQnAG97crG3n-ZktKi3lFrxbC1M6JDtY_KH4H0/edit
BC10PAX132,,-67.05,-19.2,Arequipa-Antofalla basement terrane,Pliocene-Pleistocene,IG,,,,Liannie Velazquez/Claire McLeod,LaserChron Archive,https://docs.google.com/document/d/1DyFJzvQnAG97crG3n-ZktKi3lFrxbC1M6JDtY_KH4H0/edit
BC10PAX135,,-67.05,-19.2,Arequipa-Antofalla basement terrane,Pliocene-Pleistocene,IG,,,,Liannie Velazquez/Claire McLeod,LaserChron Archive,https://docs.google.com/document/d/1DyFJzvQnAG97crG3n-ZktKi3lFrxbC1M6JDtY_KH4H0/edit
BC10PAX136,,-67.05,-19.2,Arequipa-Antofalla basement terrane,Pliocene-Pleistocene,IG,,,,Liannie Velazquez/Claire McLeod,LaserChron Archive,https://docs.google.com/document/d/1DyFJzvQnAG97crG3n-ZktKi3lFrxbC1M6JDtY_KH4H0/edit
BC10PAX137,,-67.05,-19.2,Arequipa-Antofalla basement terrane,Pliocene-Pleistocene,IG,,,,Liannie Velazquez/Claire McLeod,LaserChron Archive,https://docs.google.com/document/d/1DyFJzvQnAG97crG3n-ZktKi3lFrxbC1M6JDtY_KH4H0/edit
,,,,,,,,,Yes,Link,LaserChron Archive,https://drive.google.com/drive/folders/1YpbEPzkHndjaKPn6rtm2pHfS6ERHR6Am?usp=sharing
La Prieta hornblende diorite 03-15-2020,,,,,,IG,zircon,Lat/Long Unknown,,Tony Longo and Martin Clark Orla,LaserChron Archive,https://docs.google.com/document/d/14M4SAdRUkeoK8brGSJ50RmrVYoy3Xc6y8veY8TGQI8Y/edit
FP10A-04,,N/A,N/A,,,DZ,zircon,Lat/Long Unknown,,Peter Lovely,LaserChron Archive,https://docs.google.com/document/d/1MGAG93yaJIoC4XdI7FPoEW-D0BJi9sSEiPQbYxd0yEc/edit
HEC2-08,,N/A,N/A,,,DZ,zircon,Lat/Long Unknown,,Peter Lovely,LaserChron Archive,https://docs.google.com/document/d/1MGAG93yaJIoC4XdI7FPoEW-D0BJi9sSEiPQbYxd0yEc/edit
OBO1-02,,N/A,N/A,,,DZ,zircon,Lat/Long Unknown,,Peter Lovely,LaserChron Archive,https://docs.google.com/document/d/1MGAG93yaJIoC4XdI7FPoEW-D0BJi9sSEiPQbYxd0yEc/edit
OBO1-04,,N/A,N/A,,,DZ,zircon,Lat/Long Unknown,,Peter Lovely,LaserChron Archive,https://docs.google.com/document/d/1MGAG93yaJIoC4XdI7FPoEW-D0BJi9sSEiPQbYxd0yEc/edit
AGB2-06,,N/A,N/A,,,DZ,zircon,Lat/Long Unknown,,Peter Lovely,LaserChron Archive,https://docs.google.com/document/d/1MGAG93yaJIoC4XdI7FPoEW-D0BJi9sSEiPQbYxd0yEc/edit
AGB2-05,,N/A,N/A,,,DZ,zircon,Lat/Long Unknown,,Peter Lovely,LaserChron Archive,https://docs.google.com/document/d/1MGAG93yaJIoC4XdI7FPoEW-D0BJi9sSEiPQbYxd0yEc/edit
FP10A-02,,N/A,N/A,,,DZ,zircon,Lat/Long Unknown,,Peter Lovely,LaserChron Archive,https://docs.google.com/document/d/1MGAG93yaJIoC4XdI7FPoEW-D0BJi9sSEiPQbYxd0yEc/edit
OPK-03-04,,N/A,N/A,,,DZ,zircon,Lat/Long Unknown,,Peter Lovely,LaserChron Archive,https://docs.google.com/document/d/1MGAG93yaJIoC4XdI7FPoEW-D0BJi9sSEiPQbYxd0yEc/edit
OBO1-06,,N/A,N/A,,,DZ,zircon,Lat/Long Unknown,,Peter Lovely,LaserChron Archive,https://docs.google.com/document/d/1MGAG93yaJIoC4XdI7FPoEW-D0BJi9sSEiPQbYxd0yEc/edit
AGB2-08,,N/A,N/A,,,DZ,zircon,Lat/Long Unknown,,Peter Lovely,LaserChron Archive,https://docs.google.com/document/d/1MGAG93yaJIoC4XdI7FPoEW-D0BJi9sSEiPQbYxd0yEc/edit
MAK31-05,,N/A,N/A,,,DZ,zircon,Lat/Long Unknown,,Peter Lovely,LaserChron Archive,https://docs.google.com/document/d/1MGAG93yaJIoC4XdI7FPoEW-D0BJi9sSEiPQbYxd0yEc/edit
HEC2-05,,N/A,N/A,,,DZ,zircon,Lat/Long Unknown,,Peter Lovely,LaserChron Archive,https://docs.google.com/document/d/1MGAG93yaJIoC4XdI7FPoEW-D0BJi9sSEiPQbYxd0yEc/edit
HEC2-07,,N/A,N/A,,,DZ,zircon,Lat/Long Unknown,,Peter Lovely,LaserChron Archive,https://docs.google.com/document/d/1MGAG93yaJIoC4XdI7FPoEW-D0BJi9sSEiPQbYxd0yEc/edit
BNR3-04,,N/A,N/A,,,DZ,zircon,Lat/Long Unknown,,Peter Lovely,LaserChron Archive,https://docs.google.com/document/d/1MGAG93yaJIoC4XdI7FPoEW-D0BJi9sSEiPQbYxd0yEc/edit
HEC2-04,,N/A,N/A,,,DZ,zircon,Lat/Long Unknown,,Peter Lovely,LaserChron Archive,https://docs.google.com/document/d/1MGAG93yaJIoC4XdI7FPoEW-D0BJi9sSEiPQbYxd0yEc/edit
BNR3-02,,N/A,N/A,,,DZ,zircon,Lat/Long Unknown,,Peter Lovely,LaserChron Archive,https://docs.google.com/document/d/1MGAG93yaJIoC4XdI7FPoEW-D0BJi9sSEiPQbYxd0yEc/edit
BNR3-06,,N/A,N/A,,,DZ,zircon,Lat/Long Unknown,,Peter Lovely,LaserChron Archive,https://docs.google.com/document/d/1MGAG93yaJIoC4XdI7FPoEW-D0BJi9sSEiPQbYxd0yEc/edit
GBK-02-01,,N/A,N/A,,,DZ,zircon,Lat/Long Unknown,,Peter Lovely,LaserChron Archive,https://docs.google.com/document/d/1MGAG93yaJIoC4XdI7FPoEW-D0BJi9sSEiPQbYxd0yEc/edit
GBK-02-02,,N/A,N/A,,,DZ,zircon,Lat/Long Unknown,,Peter Lovely,LaserChron Archive,https://docs.google.com/document/d/1MGAG93yaJIoC4XdI7FPoEW-D0BJi9sSEiPQbYxd0yEc/edit
GBK-02-03,,N/A,N/A,,,DZ,zircon,Lat/Long Unknown,,Peter Lovely,LaserChron Archive,https://docs.google.com/document/d/1MGAG93yaJIoC4XdI7FPoEW-D0BJi9sSEiPQbYxd0yEc/edit
20JLS040,,-114.839509,37.084062,"Ts1
(no formal name)",Early--middle Cenozoic,Sandstone/pebble conglomerate,zircon,,,Jens-Erik Lund Snee,LaserChron Archive,https://docs.google.com/document/d/14sN48gMIpTHmB44ZZN8WKIcgk04vMmrkXTPEdb7B-Dc/edit
20JLS056,,-115.16507,37.258294,"TKs
(no formal name)",Early--middle Cenozoic,Sandy diamictite,zircon,,,Jens-Erik Lund Snee,LaserChron Archive,https://docs.google.com/document/d/14sN48gMIpTHmB44ZZN8WKIcgk04vMmrkXTPEdb7B-Dc/edit
20JLS053,,-115.165547,37.25937,"TKs
(no formal name)",Early--middle Cenozoic,Pebbly sandstone,zircon,,,Jens-Erik Lund Snee,LaserChron Archive,https://docs.google.com/document/d/14sN48gMIpTHmB44ZZN8WKIcgk04vMmrkXTPEdb7B-Dc/edit
20JLS032,,-114.607962,37.737159,"Tc
(no formal name)",Early--middle Cenozoic,Sandstone/pebble conglomerate,zircon,,,Jens-Erik Lund Snee,LaserChron Archive,https://docs.google.com/document/d/14sN48gMIpTHmB44ZZN8WKIcgk04vMmrkXTPEdb7B-Dc/edit
20JLS063,,-115.810298,37.548627,"Ts1/TKs 
(no formal name)",Early--middle Cenozoic,Sandstone and pebble conglomerate,zircon,,,Jens-Erik Lund Snee,LaserChron Archive,https://docs.google.com/document/d/14sN48gMIpTHmB44ZZN8WKIcgk04vMmrkXTPEdb7B-Dc/edit
,,,,,,,,,,Lupulescu Chiarenzelli,LaserChron Archive,https://drive.google.com/drive/folders/1jj4-6MDn4NNzi0R_zFMrc0kwEF3W76VF?usp=sharing
,,,,,,,,,,Mahoney,LaserChron Archive,https://drive.google.com/drive/u/1/folders/1pKM4QJSEcfj1qsnf3Jagjd7_uIYiafIZ
,,,,,,,,Data on this document for Mahoney?,,,,https://drive.google.com/drive/u/1/folders/1zwt378aisAS3ltYCMXL0lj6DaN_Z7B48
,,,,,,,,,Yes,Mallery Licht Thomson,LaserChron Archive,https://docs.google.com/document/d/1I2mekxi_tIKylc0C9FhB1-MO74e93VFZNBq7jUOvhLw/edit
,,,,,,,,,Yes,Mallik,LaserChron Archive,https://drive.google.com/drive/folders/18K_0uh6Ty43nynPF-ks26CD7wkGqcrl1?usp=sharing
20BH1,,-107.910185°,44.860243°,,Archean,IG,zircon,,,Dave Malone,LaserChron Archive,https://docs.google.com/document/d/1ZdQQP29xnfClSeAP-YWleg9K-fugk29tzGZ1qCfhyuA/edit
20BH2,,-107.889270°,44.851373°,,Archean,IG,zircon,,,Dave Malone,LaserChron Archive,https://docs.google.com/document/d/1ZdQQP29xnfClSeAP-YWleg9K-fugk29tzGZ1qCfhyuA/edit
20BH3,,-107.309173°,44.608458°,,Archean,IG,zircon,,,Dave Malone,LaserChron Archive,https://docs.google.com/document/d/1ZdQQP29xnfClSeAP-YWleg9K-fugk29tzGZ1qCfhyuA/edit
20BH4,,-107.366067°,44.629848°,,Archean,IG,zircon,,,Dave Malone,LaserChron Archive,https://docs.google.com/document/d/1ZdQQP29xnfClSeAP-YWleg9K-fugk29tzGZ1qCfhyuA/edit
20BH5,,-107.436493°,44.664457°,,Archean,IG,zircon,,,Dave Malone,LaserChron Archive,https://docs.google.com/document/d/1ZdQQP29xnfClSeAP-YWleg9K-fugk29tzGZ1qCfhyuA/edit
20BH6,,-107.435402°,44.710976°,,Archean,IG,zircon,,,Dave Malone,LaserChron Archive,https://docs.google.com/document/d/1ZdQQP29xnfClSeAP-YWleg9K-fugk29tzGZ1qCfhyuA/edit
20BH7,,-107.411272°,44.723478°,,Archean,IG,zircon,,,Dave Malone,LaserChron Archive,https://docs.google.com/document/d/1ZdQQP29xnfClSeAP-YWleg9K-fugk29tzGZ1qCfhyuA/edit
20BH8,,-107.366137°,44.802118°,,Archean,IG,zircon,,,Dave Malone,LaserChron Archive,https://docs.google.com/document/d/1ZdQQP29xnfClSeAP-YWleg9K-fugk29tzGZ1qCfhyuA/edit
20BH9,,-107.395410°,44.755649°,,Archean,IG,zircon,,,Dave Malone,LaserChron Archive,https://docs.google.com/document/d/1ZdQQP29xnfClSeAP-YWleg9K-fugk29tzGZ1qCfhyuA/edit
20BH10,,-107.366137°,44.802118°,,Archean,IG,zircon,,,Dave Malone,LaserChron Archive,https://docs.google.com/document/d/1ZdQQP29xnfClSeAP-YWleg9K-fugk29tzGZ1qCfhyuA/edit
20BH12,,-107.078408°,44.150885°,,Archean,IG,zircon,,,Dave Malone,LaserChron Archive,https://docs.google.com/document/d/1ZdQQP29xnfClSeAP-YWleg9K-fugk29tzGZ1qCfhyuA/edit
20BH13,,-107.121829°,44.131430°,,Archean,IG,zircon,,,Dave Malone,LaserChron Archive,https://docs.google.com/document/d/1ZdQQP29xnfClSeAP-YWleg9K-fugk29tzGZ1qCfhyuA/edit
20BH17,,-106.917548°,44.158576°,,Archean,IG,zircon,,,Dave Malone,LaserChron Archive,https://docs.google.com/document/d/1ZdQQP29xnfClSeAP-YWleg9K-fugk29tzGZ1qCfhyuA/edit
20BH18,,-107.035144°,44.278620°,,Archean,IG,zircon,,,Dave Malone,LaserChron Archive,https://docs.google.com/document/d/1ZdQQP29xnfClSeAP-YWleg9K-fugk29tzGZ1qCfhyuA/edit
20BH19,,-106.949429°,44.292609°,,Archean,IG,zircon,,,Dave Malone,LaserChron Archive,https://docs.google.com/document/d/1ZdQQP29xnfClSeAP-YWleg9K-fugk29tzGZ1qCfhyuA/edit
20BH20,,-106.948110°,44.552955°,,Archean,IG,zircon,,,Dave Malone,LaserChron Archive,https://docs.google.com/document/d/1ZdQQP29xnfClSeAP-YWleg9K-fugk29tzGZ1qCfhyuA/edit
20BH21,,-107.457977°,44.655471°,,Archean,IG,zircon,,,Dave Malone,LaserChron Archive,https://docs.google.com/document/d/1ZdQQP29xnfClSeAP-YWleg9K-fugk29tzGZ1qCfhyuA/edit
20BH22,,-107.457977°,44.655471°,,Archean,IG,zircon,,,Dave Malone,LaserChron Archive,https://docs.google.com/document/d/1ZdQQP29xnfClSeAP-YWleg9K-fugk29tzGZ1qCfhyuA/edit
20BH23,,-107.497630°,44.737647°,,Archean,IG,zircon,,,Dave Malone,LaserChron Archive,https://docs.google.com/document/d/1ZdQQP29xnfClSeAP-YWleg9K-fugk29tzGZ1qCfhyuA/edit
20BH24,,-107.502683°,44.645636°,,Archean,IG,zircon,,,Dave Malone,LaserChron Archive,https://docs.google.com/document/d/1ZdQQP29xnfClSeAP-YWleg9K-fugk29tzGZ1qCfhyuA/edit
20BH25,,-107.382009°,44.742743°,,Archean,IG,zircon,,,Dave Malone,LaserChron Archive,https://docs.google.com/document/d/1ZdQQP29xnfClSeAP-YWleg9K-fugk29tzGZ1qCfhyuA/edit
19WYTC02,,-109.5783031,43.4254096,Middle Mountain granite,Archean,IG,zircon,,,Shawn Malone,LaserChron Archive,https://docs.google.com/document/d/1MkLyF-VxYRt1IR4y6qYDPuLhR04CIrVzweZswxGwk6g/edit
19WYTC04,,-109.5792291,43.4226902,Undiff. Precambrian basement,Archean,IG,zircon,,,Shawn Malone,LaserChron Archive,https://docs.google.com/document/d/1MkLyF-VxYRt1IR4y6qYDPuLhR04CIrVzweZswxGwk6g/edit
19WYTC07,,-109.5796578,43.4206403,Undiff. Precambrian basement,Archean (?),IG,zircon,,,Shawn Malone,LaserChron Archive,https://docs.google.com/document/d/1MkLyF-VxYRt1IR4y6qYDPuLhR04CIrVzweZswxGwk6g/edit
,,,,,,,,,,Martin Cardiology,LaserChron Archive,https://drive.google.com/drive/folders/1hWoUx4BsQjcpupLTdsFv-QvUNoCGW377?usp=sharing
NWBno,,-77.01083,39.04799,Northwest Branch,Cambrian,DZ,zircon,,,"Martin, Aaron and Cosio, Claudia",LaserChron Archive,https://docs.google.com/document/d/1dXEjD_zu1CCnQcVPEhfuDm3-32ptLKdwwXjhzr5CFzg/edit
NWB12h,,-77.01083,39.04799,Northwest Branch,Cambrian,DZ,zircon,,,"Martin, Aaron and Cosio, Claudia",LaserChron Archive,https://docs.google.com/document/d/1dXEjD_zu1CCnQcVPEhfuDm3-32ptLKdwwXjhzr5CFzg/edit
NWB24h,,-77.01083,39.04799,Northwest Branch,Cambrian,DZ,zircon,,,"Martin, Aaron and Cosio, Claudia",LaserChron Archive,https://docs.google.com/document/d/1dXEjD_zu1CCnQcVPEhfuDm3-32ptLKdwwXjhzr5CFzg/edit
D119,,-114.063056,36.648,Virgin Mountainmetamorphic suite,Paleoproterozoic Era,IG,zircon,,,Dalton McCaffrey,LaserChron Archive,https://docs.google.com/document/d/1mnRC92ByWtJkgsHAxtGhQrE6xq9nNkeAmc5hCXrC1Ys/edit
D67,,-114.057503,36.650156,Virgin Mountainmetamorphic suite,Paleoproterozoic Era,IG,zircon,,,Dalton McCaffrey,LaserChron Archive,https://docs.google.com/document/d/1mnRC92ByWtJkgsHAxtGhQrE6xq9nNkeAmc5hCXrC1Ys/edit
D120,,-114.061772,36.647467,Virgin Mountainmetamorphic suite,Paleoproterozoic Era,IG,zircon,,,Dalton McCaffrey,LaserChron Archive,https://docs.google.com/document/d/1mnRC92ByWtJkgsHAxtGhQrE6xq9nNkeAmc5hCXrC1Ys/edit
D105,,-114.012311,36.672181,Virgin Mountainmetamorphic suite,Paleoproterozoic Era,IG,zircon,,,Dalton McCaffrey,LaserChron Archive,https://docs.google.com/document/d/1mnRC92ByWtJkgsHAxtGhQrE6xq9nNkeAmc5hCXrC1Ys/edit
D113,,-114.010733,36.670714,Virgin Mountainmetamorphic suite,Paleoproterozoic Era,IG,zircon,,,Dalton McCaffrey,LaserChron Archive,https://docs.google.com/document/d/1mnRC92ByWtJkgsHAxtGhQrE6xq9nNkeAmc5hCXrC1Ys/edit
D57,,-114.061836,36.652006,Virgin Mountainmetamorphic suite,Paleoproterozoic Era,IG,zircon,,,Dalton McCaffrey,LaserChron Archive,https://docs.google.com/document/d/1mnRC92ByWtJkgsHAxtGhQrE6xq9nNkeAmc5hCXrC1Ys/edit
D118,,-114.120519,36.644536,Virgin Mountainmetamorphic suite,Paleoproterozoic Era,IG,zircon,,,Dalton McCaffrey,LaserChron Archive,https://docs.google.com/document/d/1mnRC92ByWtJkgsHAxtGhQrE6xq9nNkeAmc5hCXrC1Ys/edit
D102A,,-114.006275,36.684356,Virgin Mountainmetamorphic suite,Paleoproterozoic Era,IG,zircon,,,Dalton McCaffrey,LaserChron Archive,https://docs.google.com/document/d/1mnRC92ByWtJkgsHAxtGhQrE6xq9nNkeAmc5hCXrC1Ys/edit
D78,,-114.009089,36.677858,Virgin Mountainmetamorphic suite,Paleoproterozoic Era,IG,zircon,,,Dalton McCaffrey,LaserChron Archive,https://docs.google.com/document/d/1mnRC92ByWtJkgsHAxtGhQrE6xq9nNkeAmc5hCXrC1Ys/edit
D113 2nd Pack,,-114.010733,36.670714,Virgin Mountainmetamorphic suite,Paleoproterozoic Era,IG,zircon,,,Dalton McCaffrey,LaserChron Archive,https://docs.google.com/document/d/1mnRC92ByWtJkgsHAxtGhQrE6xq9nNkeAmc5hCXrC1Ys/edit
D67 zircon 2nd round,,-114.057503,36.650156,Virgin Mountainmetamorphic suite,Paleoproterozoic Era,IG,zircon,,,Dalton McCaffrey,LaserChron Archive,https://docs.google.com/document/d/1mnRC92ByWtJkgsHAxtGhQrE6xq9nNkeAmc5hCXrC1Ys/edit
,,,,,,,,,Yes,McClelland,LaserChron Archive,https://docs.google.com/document/d/1b73aWveJUow7rPbmaK6VvKUl9ovucGDb8tJr1EfbXNw/edit
,,,,,,,,,Yes,McClelland,LaserChron Archive,https://docs.google.com/document/d/18evZgT3sKp__ob3cME-YL-2vhH9DaQ1u0bkPgfBmpI8/edit
ML<850um,,-119.4952778,37.84583333,"May Lake pendant dike, amphibolite, central Sierra Nevada batholith, Yosemite",Jurassic,IG,zircon,,,Vali Memeti,LaserChron Archive,https://docs.google.com/document/d/1N3sdsuZvImTqzoJ2zvBy5ZrFOXr55cC1aSCI7gJ40Fg/edit
"8.18.14.1 KM
Name is 8.8.14.1KM",,98.81539,25.20509,Gaoligongshan Group,Lower Paleozoic,DZ,zircon,,,Kathryn Metcalf,LaserChron Archive,https://docs.google.com/document/d/1wLWmEBVz3zEkkmXcYFy_2_WAhZiuG-DUbbogccLrTa0/edit
8.11.14.3 KM,,98.83768,24.7799,Shahe Formation,Upper Cambrian,DZ,zircon,,,Kathryn Metcalf,LaserChron Archive,https://docs.google.com/document/d/1wLWmEBVz3zEkkmXcYFy_2_WAhZiuG-DUbbogccLrTa0/edit
8.12.14.2 KM,,99.29024,24.58798,Mantang Formation,Lower Ordovician,DZ,zircon,,,Kathryn Metcalf,LaserChron Archive,https://docs.google.com/document/d/1wLWmEBVz3zEkkmXcYFy_2_WAhZiuG-DUbbogccLrTa0/edit
8.12.14.3 KM,,99.32789,24.57692,Shabajiao Formation,Lower Devonian,DZ,zircon,,,Kathryn Metcalf,LaserChron Archive,https://docs.google.com/document/d/1wLWmEBVz3zEkkmXcYFy_2_WAhZiuG-DUbbogccLrTa0/edit
8.12.14.4 KM,,99.35822,24.5769,Nanshuba Formation,Upper Triassic,DZ,zircon,,,Kathryn Metcalf,LaserChron Archive,https://docs.google.com/document/d/1wLWmEBVz3zEkkmXcYFy_2_WAhZiuG-DUbbogccLrTa0/edit
8.13.14.7 KM,,99.25298,24.46004,Gongyanghe Formation,Middle-Lower Cambrian,DZ,zircon,,,Kathryn Metcalf,LaserChron Archive,https://docs.google.com/document/d/1wLWmEBVz3zEkkmXcYFy_2_WAhZiuG-DUbbogccLrTa0/edit
8.13.14.8 KM,,99.25451,24.46137,Gongyanghe Formation,Middle-Lower Cambrian,DZ,zircon,,,Kathryn Metcalf,LaserChron Archive,https://docs.google.com/document/d/1wLWmEBVz3zEkkmXcYFy_2_WAhZiuG-DUbbogccLrTa0/edit
8.15.14.3 KM,,99.89994,26.03001,,,DZ,zircon,,,Kathryn Metcalf,LaserChron Archive,https://docs.google.com/document/d/1wLWmEBVz3zEkkmXcYFy_2_WAhZiuG-DUbbogccLrTa0/edit
8.15.14.5 KM,,99.89078,26.00923,,,DZ,zircon,,,Kathryn Metcalf,LaserChron Archive,https://docs.google.com/document/d/1wLWmEBVz3zEkkmXcYFy_2_WAhZiuG-DUbbogccLrTa0/edit
8.15.14.7 KM,,99.85103,26.00334,,,DZ,zircon,,,Kathryn Metcalf,LaserChron Archive,https://docs.google.com/document/d/1wLWmEBVz3zEkkmXcYFy_2_WAhZiuG-DUbbogccLrTa0/edit
